Stephen Curry,"$37,457,154","$44,045,441"
Russell Westbrook,"$35,665,000","$41,938,067"
LeBron James,"$35,654,150","$41,925,309"
Chris Paul,"$35,654,150","$41,925,309"
Kyle Lowry,"$32,700,000","$38,451,558"
Blake Griffin,"$31,873,932","$37,480,194"
Gordon Hayward,"$31,214,295","$36,704,534"
James Harden,"$30,570,000","$35,946,915"
Paul George,"$30,560,700","$35,935,979"
Mike Conley,"$30,521,115","$35,889,432"
Kevin Durant,"$30,000,000","$35,276,658"
Paul Millsap,"$29,230,769","$34,372,128"
Al Horford,"$28,928,710","$34,016,941"
Damian Lillard,"$27,977,689","$32,898,646"
DeMar DeRozan,"$27,739,975","$32,619,121"
Chris Bosh,"$26,837,720","$31,558,169"
Jrue Holiday,"$26,641,111","$31,326,979"
Otto Porter,"$26,011,913","$30,587,112"
CJ McCollum,"$25,759,766","$30,290,615"
Joel Embiid,"$25,467,250","$29,946,649"
Andrew Wiggins,"$25,467,250","$29,946,649"
Nikola Jokic,"$25,467,250","$29,946,649"
Anthony Davis,"$25,434,263","$29,907,860"
Bradley Beal,"$25,434,262","$29,907,859"
Andre Drummond,"$25,434,262","$29,907,859"
Hassan Whiteside,"$24,434,262","$28,731,970"
Dwight Howard,"$24,256,725","$28,523,206"
Steven Adams,"$24,157,304","$28,406,299"
Giannis Antetokounmpo,"$24,157,304","$28,406,299"
Marc Gasol,"$24,119,025","$28,361,287"
Kevin Love,"$24,119,025","$28,361,287"
Harrison Barnes,"$24,107,258","$28,347,450"
Chandler Parsons,"$24,107,258","$28,347,450"
Nicolas Batum,"$24,000,000","$28,221,327"
Rudy Gobert,"$23,491,573","$27,623,473"
Kawhi Leonard,"$23,114,066","$27,179,567"
DeAndre Jordan,"$22,897,200","$26,924,557"
LaMarcus Aldridge,"$22,347,015","$26,277,600"
Serge Ibaka,"$21,666,667","$25,477,587"
Aaron Gordon,"$21,590,909","$25,388,504"
Danilo Gallinari,"$21,587,579","$25,384,588"
Victor Oladipo,"$21,000,000","$24,693,661"
Ryan Anderson,"$20,421,546","$24,013,463"
Joakim Noah,"$20,261,172","$23,824,881"
Kyrie Irving,"$20,099,189","$23,634,407"
Jabari Parker,"$20,000,000","$23,517,772"
Jimmy Butler,"$19,841,627","$23,331,543"
Zach LaVine,"$19,500,000","$22,929,828"
Wesley Matthews,"$19,360,228","$22,765,471"
Allen Crabbe,"$19,332,500","$22,732,866"
Enes Kanter,"$19,264,603","$22,653,027"
Tyler Johnson,"$19,245,370","$22,630,411"
John Wall,"$19,169,800","$22,541,549"
Jeff Teague,"$19,000,000","$22,341,883"
George Hill,"$19,000,000","$22,341,883"
Klay Thompson,"$18,988,725","$22,328,625"
Goran Dragic,"$18,109,175","$21,294,372"
Kent Bazemore,"$18,089,888","$21,271,693"
Evan Turner,"$17,868,853","$21,011,781"
Draymond Green,"$17,469,565","$20,542,262"
Tristan Thompson,"$17,469,565","$20,542,262"
Tim Hardaway Jr,"$17,325,000","$20,372,270"
Pau Gasol,"$17,133,285","$20,146,834"
Reggie Jackson,"$17,043,478","$20,041,231"
Evan Fournier,"$17,000,000","$19,990,106"
Bismack Biyombo,"$17,000,000","$19,990,106"
Derrick Favors,"$16,900,000","$19,872,517"
Luol Deng,"$16,747,954","$19,693,728"
Jonas Valanciunas,"$16,539,326","$19,448,405"
Gary Harris,"$16,517,857","$19,423,160"
Ian Mahinmi,"$16,000,000","$18,814,218"
Timofey Mozgov,"$16,000,000","$18,814,218"
Andre Iguodala,"$16,000,000","$18,814,218"
Clint Capela,"$15,793,104","$18,570,931"
Dennis Schroeder,"$15,500,000","$18,226,273"
DeMarre Carroll,"$15,400,000","$18,108,684"
Gorgui Dieng,"$15,170,787","$17,839,155"
Trevor Ariza,"$15,000,000","$17,638,329"
Eric Bledsoe,"$15,000,000","$17,638,329"
Ricky Rubio,"$14,800,000","$17,403,151"
Tobias Harris,"$14,800,000","$17,403,151"
JR Smith,"$14,720,000","$17,309,080"
Brandon Knight,"$14,631,250","$17,204,720"
James Johnson,"$14,420,700","$16,957,137"
