Eric Bledsoe,"$1,300,000","$1,300,000",$0,$0
Mouhamed Gueye,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Jordan Walsh,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Hunter Tyson,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Trayce Jackson-Davis,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Maxwell Lewis,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Andre Jackson Jr,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Chris Livingston,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Filip Petrusev,"$1,119,563","$1,891,857",$0,$0
Sidy Cissoko,"$1,119,563","$1,891,857","$2,221,677",$0
Souley Boum,"$1,119,563",$0,$0,$0
Armaan Franklin,"$1,119,563",$0,$0,$0
Andrew Funk,"$1,119,563",$0,$0,$0
Tosan Evbuomwan,"$1,119,563",$0,$0,$0
Matthew Mayer,"$1,119,563",$0,$0,$0
Joshua Obiesie,"$1,119,563",$0,$0,$0
Jazian Gortman,"$1,119,563",$0,$0,$0
Obadiah Noel,"$1,119,563",$0,$0,$0
Dmytro Skapintsev,"$1,119,563",$0,$0,$0
Jacob Toppin,"$1,119,563",$0,$0,$0
Toumani Camara,"$1,119,563","$1,891,857","$2,221,677","$2,406,205"
Rayan Rupert,"$1,119,563","$1,891,857","$2,221,677",$0
Mouhamadou Gueye,"$1,119,563",$0,$0,$0
Kevin Obanor,"$1,119,563",$0,$0,$0
Nathan Knight,"$940,500",$0,$0,$0
Nik Stauskas,"$702,311","$702,311",$0,$0
Juwan Morgan,"$576,230","$576,230",$0,$0
Leaky Black,"$559,782","$584,388",$0,$0
Craig Porter,"$559,782","$584,388",$0,$0
Alex Fudge,"$559,782","$584,388",$0,$0
Omari Moore,"$559,782","$584,388",$0,$0
Jaylen Clark,"$559,782","$584,388",$0,$0
Jaylen Martin,"$559,782","$584,388",$0,$0
Seth Lundy,"$559,782",$0,$0,$0
Miles Norris,"$559,782",$0,$0,$0
JD Davison,"$559,782",$0,$0,$0
Jay Scrubb,"$559,782",$0,$0,$0
Armoni Brooks,"$559,782",$0,$0,$0
Jalen Wilson,"$559,782",$0,$0,$0
Amari Bailey,"$559,782",$0,$0,$0
Onuralp Bitim,"$559,782",$0,$0,$0
Adama Sanogo,"$559,782",$0,$0,$0
Emoni Bates,"$559,782",$0,$0,$0
Isaiah Mobley,"$559,782",$0,$0,$0
AJ Lawson,"$559,782",$0,$0,$0
Mike Miles,"$559,782",$0,$0,$0
Collin Gillespie,"$559,782",$0,$0,$0
Jay Huff,"$559,782",$0,$0,$0
Braxton Key,"$559,782",$0,$0,$0
Malcolm Cazalon,"$559,782",$0,$0,$0
Jared Rhoden,"$559,782",$0,$0,$0
Lester Quinones,"$559,782",$0,$0,$0
Darius Days,"$559,782",$0,$0,$0
Trevor Hudgins,"$559,782",$0,$0,$0
Jermaine Samuels,"$559,782",$0,$0,$0
Kendall Brown,"$559,782",$0,$0,$0
Oscar Tshiebwe,"$559,782",$0,$0,$0
Isaiah Wong,"$559,782",$0,$0,$0
Moussa Diabate,"$559,782",$0,$0,$0
Jordan Miller,"$559,782",$0,$0,$0
Colin Castleton,"$559,782",$0,$0,$0
D'Moi Hodge,"$559,782",$0,$0,$0
Jacob Gilyard,"$559,782",$0,$0,$0
Vince Williams Jr,"$559,782",$0,$0,$0
Jamaree Bouyea,"$559,782",$0,$0,$0
Dru Smith,"$559,782",$0,$0,$0
Lindell Wigginton,"$559,782",$0,$0,$0
Luka Garza,"$559,782",$0,$0,$0
Dereon Seabron,"$559,782",$0,$0,$0
Dylan Windler,"$559,782",$0,$0,$0
Keyontae Johnson,"$559,782",$0,$0,$0
Kevon Harris,"$559,782",$0,$0,$0
Ricky Council,"$559,782",$0,$0,$0
Terquavion Smith,"$559,782",$0,$0,$0
Azuolas Tubelis,"$559,782",$0,$0,$0
Udoka Azubuike,"$559,782",$0,$0,$0
Saben Lee,"$559,782",$0,$0,$0
Ibou Badji,"$559,782",$0,$0,$0
John Butler,"$559,782",$0,$0,$0
Keon Ellis,"$559,782",$0,$0,$0
Jalen Slawson,"$559,782",$0,$0,$0
Dominick Barlow,"$559,782",$0,$0,$0
Sir'Jabari Rice,"$559,782",$0,$0,$0
Javon Freedom-Liberty,"$559,782",$0,$0,$0
Ron Harper Jr,"$559,782",$0,$0,$0
Markquis Nowell,"$559,782",$0,$0,$0
Joey Hauser,"$559,782",$0,$0,$0
Johnny Juzang,"$559,782",$0,$0,$0
Micah Potter,"$559,782",$0,$0,$0
Jared Butler,"$559,782",$0,$0,$0
Eugene Omoruyi,"$559,782",$0,$0,$0
Malik Fitts,"$555,217","$555,217",$0,$0
Didi Louzada,"$268,032","$268,032","$268,032","$268,032"
