Player Name,2021-2022,2021-2022(*)
Stephen Curry,"45,780,966.00","49,928,610.00"
James Harden,"44,310,840.00","48,325,294.00"
John Wall,"44,310,840.00","48,325,294.00"
Russell Westbrook,"44,211,146.00","48,216,568.00"
Kevin Durant,"42,018,900.00","45,825,710.00"
LeBron James,"41,180,544.00","44,911,401.00"
Paul George,"39,344,970.00","42,909,529.00"
Damian Lillard,"39,344,900.00","42,909,452.00"
Giannis Antetokounmpo,"39,344,900.00","42,909,452.00"
Kawhi Leonard,"39,344,900.00","42,909,452.00"
Klay Thompson,"37,980,720.00","41,421,681.00"
Jimmy Butler,"36,016,200.00","39,279,180.00"
Tobias Harris,"35,995,950.00","39,257,095.00"
Khris Middleton,"35,500,000.00","38,716,214.00"
Anthony Davis,"35,361,360.00","38,565,013.00"
Rudy Gobert,"35,344,828.00","38,546,983.00"
Kyrie Irving,"35,328,700.00","38,529,394.00"
Kemba Walker,"34,967,442.00","38,135,407.00"
Bradley Beal,"33,724,200.00","36,779,530.00"
Pascal Siakam,"33,003,936.00","35,994,012.00"
Ben Simmons,"33,003,936.00","35,994,012.00"
Blake Griffin,"32,405,817.00","35,341,704.00"
Kristaps Porzingis,"31,650,600.00","34,518,067.00"
Devin Booker,"31,650,600.00","34,518,067.00"
Karl-Anthony Towns,"31,650,600.00","34,518,067.00"
Joel Embiid,"31,579,390.00","34,440,406.00"
Andrew Wiggins,"31,579,390.00","34,440,406.00"
Kevin Love,"31,258,256.00","34,090,178.00"
Jrue Holiday,"31,171,333.00","33,995,380.00"
Nikola Jokic,"31,044,906.00","33,857,499.00"
CJ McCollum,"30,864,198.00","33,660,419.00"
Chris Paul,"30,800,000.00","33,590,405.00"
D'Angelo Russell,"30,013,500.00","32,732,650.00"
Gordon Hayward,"29,925,000.00","32,636,132.00"
Brandon Ingram,"29,467,800.00","32,137,511.00"
Jamal Murray,"29,467,800.00","32,137,511.00"
Donovan Mitchell,"28,103,500.00","30,649,609.00"
De'Aaron Fox,"28,103,500.00","30,649,609.00"
Bam Adebayo,"28,103,500.00","30,649,609.00"
Jayson Tatum,"28,103,500.00","30,649,609.00"
Al Horford,"27,000,000.00","29,446,134.00"
Kyle Lowry,"26,984,128.00","29,428,824.00"
Jaylen Brown,"26,758,928.00","29,183,222.00"
DeMar DeRozan,"26,000,000.00","28,355,537.00"
Draymond Green,"24,026,712.00","26,203,473.00"
Nikola Vucevic,"24,000,000.00","26,174,341.00"
Buddy Hield,"23,073,234.00","25,163,613.00"
John Collins,"23,000,000.00","25,083,744.00"
Malcolm Brogdon,"21,700,000.00","23,665,967.00"
Tim Hardaway Jr,"21,306,816.00","23,237,161.00"
Mike Conley,"21,000,000.00","22,902,549.00"
Gary Harris,"20,932,143.00","22,828,544.00"
Danilo Gallinari,"20,475,000.00","22,329,985.00"
Harrison Barnes,"20,284,091.00","22,121,780.00"
Jerami Grant,"20,002,500.00","21,814,678.00"
Jarrett Allen,"20,000,000.00","21,811,951.00"
Julius Randle,"19,800,000.00","21,593,832.00"
Fred VanVleet,"19,675,926.00","21,458,517.00"
Zach LaVine,"19,500,000.00","21,266,652.00"
Goran Dragic,"19,348,907.00","21,101,870.00"
Spencer Dinwiddie,"19,314,284.00","21,064,111.00"
Bojan Bogdanovic,"18,700,000.00","20,394,174.00"
Lonzo Ball,"18,604,651.00","20,290,187.00"
Domantas Sabonis,"18,500,000.00","20,176,055.00"
Eric Gordon,"18,218,818.00","19,869,398.00"
Eric Bledsoe,"18,125,000.00","19,767,081.00"
Myles Turner,"18,000,000.00","19,630,756.00"
Bogdan Bogdanovic,"18,000,000.00","19,630,756.00"
Terry Rozier,"17,905,263.00","19,527,436.00"
Ricky Rubio,"17,800,000.00","19,412,636.00"
Clint Capela,"17,603,448.00","19,198,277.00"
Caris LeVert,"17,500,000.00","19,085,457.00"
Jonathan Isaac,"17,400,000.00","18,976,397.00"
Joe Harris,"17,357,143.00","18,929,658.00"
Evan Fournier,"17,142,857.00","18,695,958.00"
Steven Adams,"17,073,171.00","18,619,958.00"
Markelle Fultz,"16,500,000.00","17,994,860.00"
Aaron Gordon,"16,409,091.00","17,895,714.00"
Gary Trent Jr,"16,225,000.00","17,694,945.00"
