Stephen Curry,"$34,682,550","$41,953,914"
LeBron James,"$33,285,709","$40,264,218"
Paul Millsap,"$30,769,231","$37,220,149"
Gordon Hayward,"$29,727,900","$35,960,497"
Blake Griffin,"$29,512,900","$35,700,422"
Kyle Lowry,"$28,903,704","$34,963,505"
Mike Conley,"$28,530,608","$34,512,187"
Russell Westbrook,"$28,299,399","$34,232,504"
James Harden,"$28,299,399","$34,232,504"
DeMar DeRozan,"$27,739,975","$33,555,794"
Al Horford,"$27,734,405","$33,549,057"
Carmelo Anthony,"$26,243,760","$31,745,891"
Damian Lillard,"$26,153,057","$31,636,171"
Jrue Holiday,"$25,686,667","$31,072,000"
Chris Bosh,"$25,289,390","$30,591,432"
Kevin Durant,"$25,000,000","$30,241,370"
Otto Porter,"$24,773,250","$29,967,081"
Chris Paul,"$24,268,959","$29,357,063"
CJ McCollum,"$23,962,573","$28,986,442"
Bradley Beal,"$23,775,506","$28,760,155"
Anthony Davis,"$23,775,506","$28,760,155"
Hassan Whiteside,"$23,775,506","$28,760,155"
Andre Drummond,"$23,775,506","$28,760,155"
Dwight Howard,"$23,500,000","$28,426,888"
Chandler Parsons,"$23,112,004","$27,957,547"
Harrison Barnes,"$23,112,004","$27,957,547"
JJ Redick,"$23,000,000","$27,822,061"
Marc Gasol,"$22,642,350","$27,389,428"
Brook Lopez,"$22,642,350","$27,389,428"
DeAndre Jordan,"$22,642,350","$27,389,428"
Kevin Love,"$22,642,350","$27,389,428"
Steven Adams,"$22,471,911","$27,183,255"
Giannis Antetokounmpo,"$22,471,911","$27,183,255"
Nicolas Batum,"$22,434,783","$27,138,343"
LaMarcus Aldridge,"$21,461,010","$25,960,414"
Greg Monroe,"$21,384,175","$25,867,470"
Rudy Gobert,"$21,224,719","$25,674,583"
Victor Oladipo,"$21,000,000","$25,402,751"
Danilo Gallinari,"$20,559,599","$24,870,018"
Serge Ibaka,"$20,061,729","$24,267,767"
George Hill,"$20,000,000","$24,193,096"
Ryan Anderson,"$19,578,455","$23,683,172"
Paul George,"$19,300,000","$23,346,338"
Jeff Teague,"$19,000,000","$22,983,441"
Kyrie Irving,"$18,868,626","$22,824,524"
Kawhi Leonard,"$18,868,625","$22,824,523"
Jimmy Butler,"$18,696,918","$22,616,817"
Allen Crabbe,"$18,500,000","$22,378,614"
John Wall,"$18,063,850","$21,851,023"
DeMarcus Cousins,"$18,063,850","$21,851,023"
Enes Kanter,"$17,884,176","$21,633,679"
Wesley Matthews,"$17,884,175","$21,633,678"
Dwyane Wade,"$17,878,652","$21,626,997"
Klay Thompson,"$17,826,150","$21,563,488"
Joakim Noah,"$17,765,000","$21,489,518"
Kentavious Caldwell-Pope,"$17,745,894","$21,466,406"
Luol Deng,"$17,190,000","$20,793,966"
Evan Turner,"$17,131,148","$20,722,775"
Goran Dragic,"$17,000,450","$20,564,676"
Evan Fournier,"$17,000,000","$20,564,132"
Bismack Biyombo,"$17,000,000","$20,564,132"
Kent Bazemore,"$16,910,112","$20,455,398"
Robert Covington,"$16,698,103","$20,198,941"
Tim Hardaway Jr,"$16,500,000","$19,959,304"
Draymond Green,"$16,400,000","$19,838,339"
Tristan Thompson,"$16,400,000","$19,838,339"
