PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
1630230,2020-21,00,1610612740,NOP,23.0,32,10,700.0,82,209,0.392,29,83,0.349,53,75,0.707,15,133,148,88,26,10,38,58,246,Naji Marshall
1630230,2021-22,00,1610612740,NOP,24.0,55,4,736.0,109,269,0.405,21,105,0.2,74,93,0.796,38,104,142,62,33,8,46,69,313,Naji Marshall
1630230,2022-23,00,1610612740,NOP,25.0,77,21,1792.0,247,571,0.433,66,218,0.303,138,175,0.789,48,231,279,189,54,14,97,113,698,Naji Marshall
201144,2007-08,00,1610612763,MEM,20.0,53,46,1381.0,189,442,0.428,30,91,0.33,90,123,0.732,21,118,139,222,44,2,89,85,498,Mike Conley
201144,2008-09,00,1610612763,MEM,21.0,82,61,2508.0,323,730,0.442,88,217,0.406,161,197,0.817,25,251,276,354,90,8,143,146,895,Mike Conley
201144,2009-10,00,1610612763,MEM,22.0,80,80,2569.0,369,830,0.445,82,212,0.387,139,187,0.743,30,161,191,425,109,12,170,178,959,Mike Conley
201144,2010-11,00,1610612763,MEM,23.0,81,81,2872.0,423,953,0.444,80,217,0.369,181,247,0.733,32,215,247,528,144,18,176,182,1107,Mike Conley
201144,2011-12,00,1610612763,MEM,24.0,62,61,2174.0,296,684,0.433,60,159,0.377,136,158,0.861,22,134,156,404,136,11,125,133,788,Mike Conley
201144,2012-13,00,1610612763,MEM,25.0,80,80,2757.0,414,940,0.44,106,293,0.362,234,282,0.83,43,182,225,487,174,24,189,171,1168,Mike Conley
201144,2013-14,00,1610612763,MEM,26.0,73,73,2446.0,463,1030,0.45,105,291,0.361,225,276,0.815,41,172,213,441,110,13,150,141,1256,Mike Conley
201144,2014-15,00,1610612763,MEM,27.0,70,70,2225.0,393,882,0.446,107,277,0.386,214,249,0.859,29,180,209,375,89,14,156,139,1107,Mike Conley
201144,2015-16,00,1610612763,MEM,28.0,56,56,1761.0,294,696,0.422,78,215,0.363,191,229,0.834,26,138,164,342,67,16,84,100,857,Mike Conley
201144,2016-17,00,1610612763,MEM,29.0,69,68,2292.0,464,1009,0.46,171,419,0.408,316,368,0.859,31,210,241,433,92,19,156,126,1415,Mike Conley
201144,2017-18,00,1610612763,MEM,30.0,12,12,373.0,64,168,0.381,24,77,0.312,53,66,0.803,0,27,27,49,12,3,18,24,205,Mike Conley
201144,2018-19,00,1610612763,MEM,31.0,70,70,2342.0,490,1120,0.438,155,426,0.364,343,406,0.845,40,199,239,449,94,22,130,123,1478,Mike Conley
201144,2019-20,00,1610612762,UTA,32.0,47,41,1363.0,232,567,0.409,96,256,0.375,115,139,0.827,33,118,151,208,36,5,92,104,675,Mike Conley
201144,2020-21,00,1610612762,UTA,33.0,51,51,1498.0,284,640,0.444,138,335,0.412,121,142,0.852,36,141,177,305,70,9,99,98,827,Mike Conley
201144,2021-22,00,1610612762,UTA,34.0,72,72,2058.0,344,791,0.435,169,414,0.408,129,162,0.796,47,170,217,385,96,21,123,142,986,Mike Conley
201144,2022-23,00,1610612762,UTA,35.0,43,42,1275.0,153,375,0.408,77,213,0.362,78,96,0.813,17,90,107,330,44,10,74,94,461,Mike Conley
201144,2022-23,00,1610612750,MIN,35.0,24,24,753.0,108,235,0.46,58,138,0.42,63,73,0.863,16,59,75,120,29,4,29,45,337,Mike Conley
201144,2022-23,00,0,TOT,35.0,67,66,2028.0,261,610,0.428,135,351,0.385,141,169,0.834,33,149,182,450,73,14,103,139,798,Mike Conley
203482,2013-14,00,1610612738,BOS,23.0,70,9,1400.0,234,502,0.466,40,114,0.351,99,122,0.811,140,225,365,109,35,27,106,227,607,Kelly Olynyk
203482,2014-15,00,1610612738,BOS,24.0,64,13,1424.0,251,528,0.475,61,175,0.349,93,136,0.684,92,211,303,109,64,39,98,213,656,Kelly Olynyk
203482,2015-16,00,1610612738,BOS,25.0,69,8,1395.0,253,556,0.455,85,210,0.405,96,128,0.75,72,209,281,105,52,33,74,163,687,Kelly Olynyk
203482,2016-17,00,1610612738,BOS,26.0,75,6,1538.0,260,508,0.512,68,192,0.354,90,123,0.732,73,288,361,148,44,29,96,207,678,Kelly Olynyk
203482,2017-18,00,1610612748,MIA,27.0,76,22,1779.0,316,636,0.497,106,280,0.379,134,174,0.77,89,342,431,207,62,35,147,222,872,Kelly Olynyk
203482,2018-19,00,1610612748,MIA,28.0,79,36,1812.0,261,564,0.463,113,319,0.354,152,185,0.822,72,303,375,140,53,37,114,183,787,Kelly Olynyk
203482,2019-20,00,1610612748,MIA,29.0,67,9,1300.0,184,398,0.462,95,234,0.406,86,100,0.86,44,261,305,116,45,23,71,173,549,Kelly Olynyk
203482,2020-21,00,1610612748,MIA,30.0,43,38,1157.0,162,376,0.431,77,243,0.317,31,40,0.775,44,217,261,91,40,26,55,123,432,Kelly Olynyk
203482,2020-21,00,1610612745,HOU,30.0,27,24,840.0,175,321,0.545,49,125,0.392,114,135,0.844,43,185,228,112,39,16,71,84,513,Kelly Olynyk
203482,2020-21,00,0,TOT,30.0,70,62,1997.0,337,697,0.484,126,368,0.342,145,175,0.829,87,402,489,203,79,42,126,207,945,Kelly Olynyk
203482,2021-22,00,1610612765,DET,31.0,40,1,764.0,128,286,0.448,40,119,0.336,69,89,0.775,54,123,177,111,31,19,58,100,365,Kelly Olynyk
203482,2022-23,00,1610612762,UTA,32.0,68,68,1942.0,278,557,0.499,93,236,0.394,198,232,0.853,82,338,420,252,60,37,168,232,847,Kelly Olynyk
200768,2006-07,00,1610612763,MEM,21.0,10,0,175.0,14,38,0.368,3,8,0.375,25,28,0.893,12,19,31,32,14,1,12,20,56,Kyle Lowry
200768,2007-08,00,1610612763,MEM,22.0,82,9,2089.0,256,592,0.432,36,140,0.257,243,348,0.698,41,209,250,296,92,22,127,185,791,Kyle Lowry
200768,2008-09,00,1610612763,MEM,23.0,49,21,1071.0,112,272,0.412,17,69,0.246,129,161,0.801,13,98,111,178,48,8,79,89,370,Kyle Lowry
200768,2008-09,00,1610612745,HOU,23.0,28,0,608.0,77,162,0.475,8,29,0.276,52,65,0.8,13,65,78,97,21,9,38,57,214,Kyle Lowry
200768,2008-09,00,0,TOT,23.0,77,21,1679.0,189,434,0.435,25,98,0.255,181,226,0.801,26,163,189,275,69,17,117,146,584,Kyle Lowry
200768,2009-10,00,1610612745,HOU,24.0,68,0,1651.0,184,464,0.397,37,136,0.272,215,260,0.827,91,156,247,305,60,9,116,173,620,Kyle Lowry
