PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1626153,2015-16,00,1610612761,TOR,24.0,27,1,229.0,36,80,0.45,5,13,0.385,26,35,0.743,8,29,37,31,8,3,16,7,103
1626153,2016-17,00,1610612761,TOR,25.0,27,0,446.0,49,116,0.422,10,30,0.333,42,55,0.764,16,32,48,57,27,11,25,31,150
1626153,2017-18,00,1610612761,TOR,26.0,69,4,1433.0,201,432,0.465,56,153,0.366,97,117,0.829,45,153,198,200,72,33,78,81,555
1626153,2018-19,00,1610612761,TOR,27.0,49,2,897.0,127,293,0.433,30,90,0.333,53,61,0.869,39,86,125,110,46,15,37,53,337
1626153,2018-19,00,1610612763,MEM,27.0,26,11,802.0,115,265,0.434,20,78,0.256,66,89,0.742,29,112,141,138,42,15,40,50,316
1626153,2018-19,00,0,TOT,27.0,75,13,1698.0,242,558,0.434,50,168,0.298,119,150,0.793,68,198,266,248,88,30,77,103,653
1626153,2019-20,00,1610612742,DAL,28.0,73,5,1570.0,190,411,0.462,47,127,0.37,77,100,0.77,70,210,280,244,85,22,73,93,504
1626153,2020-21,00,1610612765,DET,29.0,36,31,1052.0,136,293,0.464,31,89,0.348,71,90,0.789,37,127,164,181,58,19,48,45,374
1626153,2020-21,00,1610612758,SAC,29.0,27,8,696.0,104,225,0.462,33,83,0.398,30,36,0.833,28,77,105,97,43,11,35,30,271
1626153,2020-21,00,0,TOT,29.0,63,39,1748.0,240,518,0.463,64,172,0.372,101,126,0.802,65,204,269,278,101,30,83,75,645
1626153,2021-22,00,1610612737,ATL,30.0,77,8,1453.0,122,269,0.454,44,116,0.379,54,63,0.857,50,170,220,188,93,19,45,56,342
1626153,2022-23,00,1610612764,WAS,31.0,50,14,1221.0,138,291,0.474,41,119,0.345,52,60,0.867,58,122,180,194,92,17,44,59,369
