Kobe Bryant,"$27,849,000 ","$35,959,721 "
Brandon Roy,"$21,459,805 ","$27,709,742 "
Dirk Nowitzki,"$20,907,128 ","$26,996,104 "
Gilbert Arenas,"$20,807,922 ","$26,868,005 "
Amare Stoudemire,"$19,948,799 ","$25,758,672 "
Joe Johnson,"$19,752,645 ","$25,505,390 "
Carmelo Anthony,"$19,450,000 ","$25,114,603 "
Dwight Howard,"$19,261,200 ","$24,870,817 "
Pau Gasol,"$19,000,000 ","$24,533,545 "
Elton Brand,"$18,160,354 ","$23,449,361 "
Chris Paul,"$17,779,457 ","$22,957,532 "
Kevin Durant,"$17,548,838 ","$22,659,748 "
Chris Bosh,"$17,545,000 ","$22,654,792 "
LeBron James,"$17,545,000 ","$22,654,792 "
Deron Williams,"$17,177,795 ","$22,180,643 "
Dwyane Wade,"$17,024,000 ","$21,982,056 "
Paul Pierce,"$16,790,345 ","$21,680,352 "
Zach Randolph,"$16,500,000 ","$21,305,447 "
Andrew Bynum,"$16,473,002 ","$21,270,586 "
Rudy Gay,"$16,460,532 ","$21,254,484 "
Derrick Rose,"$16,402,500 ","$21,179,551 "
Rashard Lewis,"$15,052,181 ","$19,435,966 "
Al Jefferson,"$15,000,000 ","$19,368,588 "
Carlos Boozer,"$15,000,000 ","$19,368,588 "
Baron Davis,"$14,850,000 ","$19,174,902 "
Andre Iguodala,"$14,718,250 ","$19,004,782 "
Manu Ginobili,"$14,107,492 ","$18,216,147 "
Marc Gasol,"$13,891,359 ","$17,937,067 "
Russell Westbrook,"$13,668,750 ","$17,649,626 "
Eric Gordon,"$13,668,750 ","$17,649,626 "
Kevin Love,"$13,668,750 ","$17,649,626 "
Roy Hibbert,"$13,668,750 ","$17,649,626 "
Brook Lopez,"$13,668,000 ","$17,648,658 "
Tyson Chandler,"$13,604,188 ","$17,566,261 "
Emeka Okafor,"$13,543,250 ","$17,487,575 "
Luol Deng,"$13,326,700 ","$17,207,958 "
Josh Smith,"$13,200,000 ","$17,044,358 "
Andrew Bogut,"$13,150,000 ","$16,979,796 "
Danny Granger,"$13,058,606 ","$16,861,784 "
Nenê,"$13,000,000 ","$16,786,110 "
LaMarcus Aldridge,"$13,000,000 ","$16,786,110 "
Kevin Martin,"$12,939,675 ","$16,708,216 "
David Lee,"$12,744,000 ","$16,455,552 "
Tony Parker,"$12,500,000 ","$16,140,490 "
Kevin Garnett,"$12,467,532 ","$16,098,566 "
Ben Gordon,"$12,400,000 ","$16,011,366 "
Kris Humphries,"$12,000,000 ","$15,494,870 "
Al Horford,"$12,000,000 ","$15,494,870 "
Nicolas Batum,"$11,950,000 ","$15,430,309 "
Hidayet Turkoglu,"$11,815,850 ","$15,257,089 "
Joakim Noah,"$11,050,000 ","$14,268,193 "
Jose Calderon,"$11,046,591 ","$14,263,791 "
Monta Ellis,"$11,000,000 ","$14,203,631 "
Rajon Rondo,"$11,000,000 ","$14,203,631 "
Corey Maggette,"$10,924,138 ","$14,105,675 "
DeAndre Jordan,"$10,532,977 ","$13,600,593 "
Richard Hamilton,"$10,500,000 ","$13,558,011 "
Richard Jefferson,"$10,164,000 ","$13,124,155 "
Stephen Jackson,"$10,060,000 ","$12,989,866 "
Andrea Bargnani,"$10,000,000 ","$12,912,392 "
David West,"$10,000,000 ","$12,912,392 "
JaVale McGee,"$10,000,000 ","$12,912,392 "
Andrei Kirilenko,"$9,779,349 ","$12,627,479 "
Gerald Wallace,"$9,682,435 ","$12,502,340 "
Tim Duncan,"$9,638,554 ","$12,445,679 "
Danilo Gallinari,"$9,439,000 ","$12,188,007 "
Andris Biedrins,"$9,000,000 ","$11,621,153 "
Steve Nash,"$8,900,000 ","$11,492,029 "
Ryan Anderson,"$8,700,000 ","$11,233,781 "
Shawn Marion,"$8,646,364 ","$11,164,524 "
Jameer Nelson,"$8,600,000 ","$11,104,657 "
Maurice Williams,"$8,500,000 ","$10,975,533 "
Rodney Stuckey,"$8,500,000 ","$10,975,533 "
Devin Harris,"$8,500,000 ","$10,975,533 "
Anderson Varejao,"$8,400,000 ","$10,846,409 "
Brendan Haywood,"$8,349,000 ","$10,780,555 "
Marvin Williams,"$8,287,500 ","$10,701,145 "
Lamar Odom,"$8,200,000 ","$10,588,161 "
Jeff Green,"$8,100,000 ","$10,459,037 "
John Salmons,"$8,080,000 ","$10,433,213 "
Charlie Villanueva,"$8,060,000 ","$10,407,388 "
Thaddeus Young,"$8,039,130 ","$10,380,440 "
Caron Butler,"$8,000,000 ","$10,329,913 "
George Hill,"$8,000,000 ","$10,329,913 "
Chris Kaman,"$8,000,000 ","$10,329,913 "
Tyrus Thomas,"$8,000,000 ","$10,329,913 "
Andray Blatche,"$7,972,891 ","$10,294,909 "
Ersan Ilyasova,"$7,900,000 ","$10,200,790 "
Beno Udrih,"$7,810,000 ","$10,084,578 "
Kendrick Perkins,"$7,800,531 ","$10,072,351 "
Marcus Thornton,"$7,632,500 ","$9,855,383 "
Arron Afflalo,"$7,562,500 ","$9,764,996 "
Goran Dragic,"$7,500,000 ","$9,684,294 "
DeSagana Diop,"$7,372,200 ","$9,519,273 "
Trevor Ariza,"$7,258,960 ","$9,373,054 "
Marcin Gortat,"$7,258,960 ","$9,373,054 "
Metta World Peace,"$7,258,960 ","$9,373,054 "
Blake Griffin,"$7,226,891 ","$9,331,645 "
Paul Millsap,"$7,200,000 ","$9,296,922 "
Mike Conley,"$7,180,000 ","$9,271,097 "
Travis Outlaw,"$7,000,000 ","$9,038,673 "
Josh Childress,"$6,890,056 ","$8,896,710 "
Tayshaun Prince,"$6,764,045 ","$8,734,000 "
Samuel Dalembert,"$6,700,000 ","$8,651,302 "
Al Harrington,"$6,687,400 ","$8,635,033 "
Drew Gooden,"$6,680,000 ","$8,625,478 "
Wesley Matthews,"$6,505,320 ","$8,399,924 "
Spencer Hawes,"$6,500,000 ","$8,393,055 "
Brandon Bass,"$6,500,000 ","$8,393,055 "
Darko Milicic,"$6,457,255 ","$8,337,860 "
Glen Davis,"$6,400,000 ","$8,263,931 "
Francisco Garcia,"$6,100,000 ","$7,876,559 "
Luke Walton,"$6,091,363 ","$7,865,406 "
Amir Johnson,"$6,000,000 ","$7,747,435 "
Channing Frye,"$6,000,000 ","$7,747,435 "
Nick Young,"$6,000,000 ","$7,747,435 "
JJ Redick,"$6,000,000 ","$7,747,435 "
Wilson Chandler,"$5,930,415 ","$7,657,584 "
John Wall,"$5,915,880 ","$7,638,816 "
James Harden,"$5,820,416 ","$7,515,549 "
Mike Miller,"$5,800,000 ","$7,489,187 "
Jason Richardson,"$5,799,625 ","$7,488,703 "
Kyle Lowry,"$5,750,000 ","$7,424,625 "
Michael Beasley,"$5,750,000 ","$7,424,625 "
Aaron Brooks,"$5,750,000 ","$7,424,625 "
Jarrett Jack,"$5,580,000 ","$7,205,115 "
Kyrie Irving,"$5,530,080 ","$7,140,656 "
Chuck Hayes,"$5,486,250 ","$7,084,061 "
Evan Turner,"$5,293,080 ","$6,834,632 "
Tyreke Evans,"$5,251,824 ","$6,781,361 "
Jason Thompson,"$5,250,000 ","$6,779,006 "
Zaza Pachulia,"$5,248,750 ","$6,777,391 "
Chris Andersen,"$5,225,952 ","$6,747,953 "
Anthony Davis,"$5,144,280 ","$6,642,496 "
Landry Fields,"$5,000,000 ","$6,456,196 "
Jamal Crawford,"$5,000,000 ","$6,456,196 "
Jeremy Lin,"$5,000,000 ","$6,456,196 "
Omer Asik,"$5,000,000 ","$6,456,196 "
Jason Maxiell,"$5,000,000 ","$6,456,196 "
Andre Miller,"$5,000,000 ","$6,456,196 "
Ramon Sessions,"$5,000,000 ","$6,456,196 "
Courtney Lee,"$5,000,000 ","$6,456,196 "
Jason Terry,"$5,000,000 ","$6,456,196 "
