Player Name,2005-2006,2005-2006(*)
Shaquille O'Neal,20000000.00,30468997.00
Chris Webber,19125000.00,29135978.00
Allan Houston,19125000.00,29135978.00
Michael Finley,18612500.00,28355210.00
Kevin Garnett,18000000.00,27422097.00
Allen Iverson,16453125.00,25065511.00
Stephon Marbury,16453125.00,25065511.00
Jermaine O'Neal,16440000.00,25045515.00
Jason Kidd,16440000.00,25045515.00
Brian Grant,16006220.00,24384673.00
Kobe Bryant,15946875.00,24294264.00
Tim Duncan,15845156.00,24139300.00
Anfernee Hardaway,15750000.00,23994335.00
Jalen Rose,15694250.00,23909403.00
Grant Hill,15694250.00,23909403.00
Tracy McGrady,15694250.00,23909403.00
Keith Van Horn,15694250.00,23909403.00
Eddie Jones,14576250.00,22206186.00
Tim Thomas,13975000.00,21290211.00
Antonio Davis,13925000.00,21214039.00
Antawn Jamison,13843156.00,21089354.00
Dirk Nowitzki,13843156.00,21089354.00
Vince Carter,13843156.00,21089354.00
Paul Pierce,13843156.00,21089354.00
Shawn Marion,13700000.00,20871263.00
Steve Francis,13700000.00,20871263.00
Baron Davis,13700000.00,20871263.00
Ray Allen,13223140.00,20144790.00
Elton Brand,13152000.00,20036412.00
Michael Redd,12000000.00,18281398.00
Joe Johnson,12000000.00,18281398.00
Theo Ratliff,11666666.00,17773580.00
Carlos Boozer,11593816.00,17662597.00
Mike Bibby,11500000.00,17519673.00
Lamar Odom,11465333.00,17466860.00
Pau Gasol,10993000.00,16747284.00
Andrei Kirilenko,10983000.00,16732049.00
Rasheed Wallace,10860000.00,16544665.00
Derek Anderson,10763000.00,16396890.00
Zach Randolph,10666667.00,16250132.00
Kenyon Martin,10636364.00,16203967.00
Raef LaFrentz,10623288.00,16184046.00
Larry Hughes,10344900.00,15759936.00
Gilbert Arenas,10243200.00,15605001.00
Richard Jefferson,10200000.00,15539188.00
Jamal Mashburn,10075000.00,15348757.00
Wally Szczerbiak,10000000.00,15234498.00
Doug Christie,9775000.00,14891721.00
Steve Nash,9625000.00,14663205.00
Vin Baker,9183333.00,13990347.00
Marcus Camby,9150000.00,13939566.00
Maurice Taylor,9100000.00,13863393.00
Tyson Chandler,9000000.00,13711048.00
Shandon Anderson,8935000.00,13612023.00
Jason Richardson,8888888.00,13541775.00
Brad Miller,8750000.00,13330186.00
Zydrunas Ilgauskas,8740000.00,13314951.00
Erick Dampier,8662500.00,13196884.00
Kelvin Cato,8640000.00,13162606.00
Richard Hamilton,8625000.00,13139755.00
Rashard Lewis,8571429.00,13058142.00
Jamaal Magloire,8533333.00,13000105.00
Aaron McKie,8500000.00,12949323.00
Samuel Dalembert,8470000.00,12903620.00
Tony Parker,8400000.00,12796978.00
Jerry Stackhouse,8367187.00,12746989.00
Mehmet Okur,8250000.00,12568461.00
Andre Miller,8100000.00,12339943.00
Bonzi Wells,8000000.00,12187598.00
PJ Brown,8000000.00,12187598.00
Bobby Simmons,8000000.00,12187598.00
Austin Croshere,7900000.00,12035253.00
Lorenzen Wright,7700000.00,11730564.00
Jason Williams,7562500.00,11521089.00
Predrag Stojakovic,7500000.00,11425874.00
Kwame Brown,7500000.00,11425874.00
Ben Wallace,7500000.00,11425874.00
Manu Ginobili,7428937.00,11317613.00
Eddy Curry,7390000.00,11258294.00
Troy Murphy,7365079.00,11220328.00
Desmond Mason,7333333.00,11171965.00
Adonal Foyle,7312500.00,11140227.00
Calvin Booth,7255098.00,11052777.00
Darius Miles,7250000.00,11045011.00
Cuttino Mobley,7200000.00,10968839.00
Jonathan Bender,7175000.00,10930752.00
Corey Maggette,7000000.00,10664149.00
Al Harrington,6957500.00,10599402.00
Quentin Richardson,6940000.00,10572742.00
Antoine Walker,6880000.00,10481335.00
Sam Cassell,6875000.00,10473717.00
Metta World Peace,6842105.00,10423603.00
Mike Miller,6750000.00,10283286.00
Radoslav Nesterovic,6720000.00,10237583.00
Jason Terry,6666667.00,10156332.00
Jerome Williams,6620063.00,10085334.00
Kurt Thomas,6620062.00,10085332.00
Kenny Thomas,6500000.00,9902424.00
Jamal Crawford,6480000.00,9871955.00
Lamond Murray,6388500.00,9732558.00
Ruben Patterson,6353200.00,9678781.00
Todd MacCulloch,6353200.00,9678781.00
Joe Smith,6353200.00,9678781.00
Clarence Weatherspoon,6353200.00,9678781.00
Alvin Williams,6300000.00,9597734.00
Scot Pollard,6274937.00,9559551.00
Danny Fortson,6207670.00,9457074.00
Malik Rose,6008750.00,9154029.00
Corliss Williamson,6000000.00,9140699.00
Reggie Miller,6000000.00,9140699.00
Howard Eisley,5926984.00,9029462.00
Chauncey Billups,5909800.00,9003284.00
Ricky Davis,5909800.00,9003284.00
Michael Olowokandi,5900400.00,8988963.00
James Posey,5900400.00,8988963.00
Juwan Howard,5900400.00,8988963.00
Stephen Jackson,5610000.00,8546553.00
Yao Ming,5594906.00,8523558.00
Mark Blount,5515875.00,8403159.00
Nazr Mohammed,5500000.00,8378974.00
Jason Collins,5500000.00,8378974.00
Eric Snow,5484375.00,8355170.00
Eddie Robinson,5444444.00,8294337.00
Jamaal Tinsley,5400000.00,8226629.00
Etan Thomas,5393300.00,8216422.00
Hidayet Turkoglu,5393300.00,8216422.00
Brian Cardinal,5393300.00,8216422.00
