412,Zendon Hamilton,"$485,619 ","$783,311 "
413,Muggsy Bogues,"$437,420 ","$705,565 "
414,Steve Blake,"$366,931 ","$591,865 "
414,Maurice Williams,"$366,931 ","$591,865 "
414,Ben Handlogten,"$366,931 ","$591,865 "
414,Alex Garcia,"$366,931 ","$591,865 "
414,Darius Songaila,"$366,931 ","$591,865 "
414,Willie Green,"$366,931 ","$591,865 "
414,Kyle Korver,"$366,931 ","$591,865 "
414,Zaza Pachulia,"$366,931 ","$591,865 "
414,Keith Bogans,"$366,931 ","$591,865 "
414,Richie Frahm,"$366,931 ","$591,865 "
414,Keith McLeod,"$366,931 ","$591,865 "
414,Udonis Haslem,"$366,931 ","$591,865 "
414,Jerome Beasley,"$366,931 ","$591,865 "
414,Theron Smith,"$366,931 ","$591,865 "
414,Luke Walton,"$366,931 ","$591,865 "
414,Josh Moore,"$366,931 ","$591,865 "
414,James Jones,"$366,931 ","$591,865 "
414,Francisco Elson,"$366,931 ","$591,865 "
414,Marquis Daniels,"$366,931 ","$591,865 "
414,Jon Stefansson,"$366,931 ","$591,865 "
414,Jason Kapono,"$366,931 ","$591,865 "
414,Linton Johnson,"$366,931 ","$591,865 "
414,Brandon Hunter,"$366,931 ","$591,865 "
414,Travis Hansen,"$366,931 ","$591,865 "
438,Paul Grant,"$350,581 ","$565,492 "
439,Matt Carroll,"$349,032 ","$562,994 "
440,Kaniel Dickens,"$264,011 ","$425,853 "
441,Cherokee Parks,"$228,946 ","$369,293 "
442,Tyrone Hill,"$221,829 ","$357,813 "
443,Damone Brown,"$202,508 ","$326,648 "
444,Quincy Lewis,"$202,341 ","$326,379 "
445,Ben Davis,"$176,369 ","$284,485 "
446,Rodney Buford,"$145,686 ","$234,993 "
447,Tracy Murray,"$143,537 ","$231,527 "
448,Slavko Vranes,"$129,768 ","$209,317 "
449,Sean Lampley,"$89,364 ","$144,145 "
450,Shane Heal,"$75,615 ","$121,968 "
451,Torraye Braggs,"$53,697 ","$86,614 "
452,Britton Johnsen,"$44,748 ","$72,179 "
453,Jelani McCoy,"$36,643 ","$59,105 "
454,Derrick Dial,"$32,375 ","$52,221 "
