Kobe Bryant,"$24,806,250 ","$33,722,683 "
Rashard Lewis,"$19,573,711 ","$26,609,344 "
Kevin Garnett,"$18,800,000 ","$25,557,528 "
Tim Duncan,"$18,700,000 ","$25,421,584 "
Michael Redd,"$18,300,000 ","$24,877,807 "
Andrei Kirilenko,"$17,823,000 ","$24,229,353 "
Pau Gasol,"$17,823,000 ","$24,229,353 "
Gilbert Arenas,"$17,730,694 ","$24,103,868 "
Yao Ming,"$17,686,100 ","$24,043,245 "
Zach Randolph,"$17,666,666 ","$24,016,825 "
Vince Carter,"$17,300,000 ","$23,518,364 "
Dirk Nowitzki,"$17,278,618 ","$23,489,296 "
Carmelo Anthony,"$17,149,243 ","$23,313,418 "
Dwight Howard,"$16,647,180 ","$22,630,892 "
Kenyon Martin,"$16,545,454 ","$22,492,602 "
Amare Stoudemire,"$16,486,611 ","$22,412,608 "
Joe Johnson,"$16,324,500 ","$22,192,227 "
Elton Brand,"$15,959,099 ","$21,695,485 "
Predrag Stojakovic,"$15,532,320 ","$21,115,303 "
Chris Paul,"$14,940,153 ","$20,310,286 "
Deron Williams,"$14,940,152 ","$20,310,285 "
Chris Bosh,"$14,500,000 ","$19,711,923 "
LeBron James,"$14,500,000 ","$19,711,923 "
Jason Richardson,"$14,444,444 ","$19,636,398 "
Carlos Boozer,"$14,400,000 ","$19,575,979 "
Dwyane Wade,"$14,200,000 ","$19,304,091 "
Paul Pierce,"$13,876,321 ","$18,864,067 "
Andrew Bynum,"$13,700,000 ","$18,624,369 "
Rudy Gay,"$13,603,750 ","$18,493,523 "
Brandon Roy,"$13,520,500 ","$18,380,349 "
Tony Parker,"$13,500,000 ","$18,352,480 "
Samuel Dalembert,"$13,428,129 ","$18,254,776 "
Antawn Jamison,"$13,358,905 ","$18,160,670 "
Nick Collison,"$13,250,000 ","$18,012,620 "
Chauncey Billups,"$13,150,000 ","$17,876,675 "
Al Jefferson,"$13,000,000 ","$17,672,759 "
Baron Davis,"$13,000,000 ","$17,672,759 "
Tyson Chandler,"$12,600,000 ","$17,128,982 "
Richard Hamilton,"$12,500,000 ","$16,993,037 "
Andre Iguodala,"$12,345,250 ","$16,782,664 "
Troy Murphy,"$11,968,253 ","$16,270,158 "
Manu Ginobili,"$11,854,584 ","$16,115,631 "
Chris Kaman,"$11,800,000 ","$16,041,427 "
Marcus Camby,"$11,749,832 ","$15,973,227 "
Josh Smith,"$11,600,000 ","$15,769,539 "
Eddy Curry,"$11,530,592 ","$15,675,182 "
Emeka Okafor,"$11,495,000 ","$15,626,797 "
Nenê,"$11,360,000 ","$15,443,272 "
Luol Deng,"$11,345,000 ","$15,422,881 "
LaMarcus Aldridge,"$11,244,000 ","$15,285,577 "
Tayshaun Prince,"$11,148,760 ","$15,156,104 "
Kevin Martin,"$11,100,005 ","$15,089,824 "
Andrew Bogut,"$11,000,000 ","$14,953,873 "
Monta Ellis,"$11,000,000 ","$14,953,873 "
Danny Granger,"$10,973,202 ","$14,917,442 "
David Lee,"$10,800,000 ","$14,681,984 "
Ben Gordon,"$10,800,000 ","$14,681,984 "
Jamal Crawford,"$10,800,000 ","$14,681,984 "
Jason Terry,"$10,650,000 ","$14,478,068 "
Mike Dunleavy,"$10,561,984 ","$14,358,415 "
Caron Butler,"$10,561,960 ","$14,358,382 "
Gerald Wallace,"$10,500,000 ","$14,274,151 "
Steve Nash,"$10,310,938 ","$14,017,132 "
Hidayet Turkoglu,"$10,215,850 ","$13,887,866 "
Ray Allen,"$10,000,000 ","$13,594,430 "
Mehmet Okur,"$9,945,000 ","$13,519,660 "
Corey Maggette,"$9,600,000 ","$13,050,653 "
Maurice Williams,"$9,300,000 ","$12,642,820 "
Rajon Rondo,"$9,090,911 ","$12,358,575 "
Jose Calderon,"$9,000,000 ","$12,234,987 "
Andris Biedrins,"$9,000,000 ","$12,234,987 "
Boris Diaw,"$9,000,000 ","$12,234,987 "
Kirk Hinrich,"$9,000,000 ","$12,234,987 "
Devin Harris,"$8,981,000 ","$12,209,157 "
Jason Kidd,"$8,610,500 ","$11,705,484 "
Andrea Bargnani,"$8,500,000 ","$11,555,265 "
TJ Ford,"$8,500,000 ","$11,555,265 "
Stephen Jackson,"$8,453,250 ","$11,491,711 "
Richard Jefferson,"$8,400,000 ","$11,419,321 "
David West,"$8,287,500 ","$11,266,384 "
Lamar Odom,"$8,200,000 ","$11,147,432 "
John Salmons,"$8,000,000 ","$10,875,544 "
Jameer Nelson,"$7,800,000 ","$10,603,655 "
Luis Scola,"$7,775,378 ","$10,570,183 "
Marko Jaric,"$7,625,000 ","$10,365,753 "
Paul Millsap,"$7,600,000 ","$10,331,767 "
Raymond Felton,"$7,500,000 ","$10,195,822 "
Joel Przybilla,"$7,405,300 ","$10,067,083 "
Shane Battier,"$7,354,500 ","$9,998,023 "
Shawn Marion,"$7,305,500 ","$9,931,411 "
Anderson Varejao,"$7,281,818 ","$9,899,216 "
Andre Miller,"$7,269,264 ","$9,882,150 "
JJ Redick,"$7,250,000 ","$9,855,961 "
Dan Gadzuric,"$7,248,325 ","$9,853,684 "
James Posey,"$7,148,800 ","$9,718,386 "
Leandro Barbosa,"$7,100,000 ","$9,652,045 "
Charlie Villanueva,"$7,020,000 ","$9,543,290 "
Travis Outlaw,"$7,000,000 ","$9,516,101 "
Brendan Haywood,"$6,900,000 ","$9,380,156 "
Nazr Mohammed,"$6,883,800 ","$9,358,133 "
Jared Jeffries,"$6,883,800 ","$9,358,133 "
Vladimir Radmanovic,"$6,883,800 ","$9,358,133 "
Andres Nocioni,"$6,850,000 ","$9,312,184 "
Greg Oden,"$6,760,524 ","$9,190,547 "
JR Smith,"$6,757,851 ","$9,186,913 "
Marvin Williams,"$6,712,500 ","$9,125,261 "
Morris Peterson,"$6,665,000 ","$9,060,687 "
Jeff Foster,"$6,655,000 ","$9,047,093 "
Jason Kapono,"$6,641,440 ","$9,028,659 "
Tyrus Thomas,"$6,611,570 ","$8,988,052 "
Josh Childress,"$6,500,000 ","$8,836,379 "
Beno Udrih,"$6,478,600 ","$8,807,287 "
