Player Name,2004-2005,2004-2005(*)
Shaquille O'Neal,27696430.00,43261765.00
Dikembe Mutombo,19485719.00,30436651.00
Chris Webber,17531250.00,27383775.00
Allan Houston,17531250.00,27383775.00
Kevin Garnett,16000000.00,24991966.00
Jermaine O'Neal,14796000.00,23111320.00
Jason Kidd,14796000.00,23111320.00
Shareef Abdur-Rahim,14625000.00,22844219.00
Allen Iverson,14625000.00,22844219.00
Ray Allen,14625000.00,22844219.00
Stephon Marbury,14625000.00,22844219.00
Anfernee Hardaway,14625000.00,22844219.00
Latrell Sprewell,14625000.00,22844219.00
Zydrunas Ilgauskas,14625000.00,22844219.00
Antoine Walker,14625000.00,22844219.00
Michael Finley,14609375.00,22819812.00
Jalen Rose,14487000.00,22628663.00
Grant Hill,14487000.00,22628663.00
Keith Van Horn,14487000.00,22628663.00
Tracy McGrady,14487000.00,22628663.00
Tim Duncan,14260641.00,22275091.00
Kobe Bryant,14175000.00,22141320.00
Eddie Jones,13455000.00,21016681.00
Brian Grant,13233434.00,20670596.00
Antonio Davis,12925000.00,20188822.00
Tim Thomas,12900000.00,20149772.00
Antawn Jamison,12584688.00,19657256.00
Dirk Nowitzki,12584688.00,19657256.00
Vince Carter,12584688.00,19657256.00
Paul Pierce,12584688.00,19657256.00
Damon Stoudamire,12500000.00,19524973.00
Shawn Marion,12330000.00,19259434.00
Steve Francis,12330000.00,19259434.00
Baron Davis,12330000.00,19259434.00
Glenn Robinson,12071250.00,18855267.00
Elton Brand,12056000.00,18831446.00
Nick Van Exel,11933252.00,18639714.00
Carlos Boozer,10967500.00,17131211.00
Theo Ratliff,10937500.00,17084351.00
Lamar Odom,10548596.00,16476884.00
Mike Bibby,10500000.00,16400977.00
Dale Davis,10068750.00,15727366.00
Rasheed Wallace,9720000.00,15182619.00
Raef LaFrentz,9714538.00,15174087.00
Kerry Kittles,9566667.00,14943113.00
Kenyon Martin,9454546.00,14767980.00
Gilbert Arenas,9389600.00,14666535.00
Jamal Mashburn,9300000.00,14526580.00
Wally Szczerbiak,9000000.00,14057981.00
Vin Baker,8833333.00,13797646.00
Steve Nash,8750000.00,13667481.00
Jamaal Magloire,8533333.00,13329048.00
Marcus Camby,8500000.00,13276982.00
Maurice Taylor,8450000.00,13198882.00
Derek Anderson,8443500.00,13188729.00
Alan Henderson,8273125.00,12922603.00
Austin Croshere,8260000.00,12902102.00
Shandon Anderson,8173699.00,12767299.00
PJ Brown,8000000.00,12495983.00
Kelvin Cato,7992000.00,12483487.00
Brad Miller,7875000.00,12300733.00
Richard Hamilton,7812500.00,12203108.00
Rashard Lewis,7792208.00,12171412.00
Bonzi Wells,7700000.00,12027383.00
Erick Dampier,7700000.00,12027383.00
Bo Outlaw,7632904.00,11922579.00
Doug Christie,7550000.00,11793084.00
Mehmet Okur,7500000.00,11714984.00
Jason Terry,7500000.00,11714984.00
Jerry Stackhouse,7437500.00,11617359.00
Andre Miller,7366667.00,11506718.00
Lorenzen Wright,7150000.00,11168284.00
Corey Maggette,7000000.00,10933985.00
Ben Wallace,7000000.00,10933985.00
Predrag Stojakovic,6875000.00,10738735.00
Jason Williams,6875000.00,10738735.00
Darius Miles,6750000.00,10543485.00
Tariq Abdul-Wahad,6750000.00,10543485.00
Manu Ginobili,6603500.00,10314653.00
Christian Laettner,6600000.00,10309185.00
Desmond Mason,6529630.00,10199268.00
Jonathan Bender,6525000.00,10192036.00
Adonal Foyle,6500000.00,10152986.00
Al Harrington,6325000.00,9879636.00
Howard Eisley,6301923.00,9843589.00
Sam Cassell,6250000.00,9762486.00
Vitaly Potapenko,6191250.00,9670719.00
Jerome Williams,6187500.00,9664861.00
Jahidi White,6166466.00,9632006.00
Radoslav Nesterovic,6160000.00,9621907.00
Metta World Peace,6157895.00,9618619.00
Kenny Thomas,6000000.00,9371987.00
Mike Miller,6000000.00,9371987.00
Stromile Swift,5993105.00,9361217.00
Calvin Booth,5900700.00,9216880.00
Ruben Patterson,5899400.00,9214850.00
Todd MacCulloch,5899400.00,9214850.00
Joe Smith,5899400.00,9214850.00
Clarence Weatherspoon,5899400.00,9214850.00
Cuttino Mobley,5884500.00,9191576.00
Kurt Thomas,5884500.00,9191576.00
Alvin Williams,5850000.00,9137687.00
Danny Fortson,5818136.00,9087916.00
Quentin Richardson,5800000.00,9059587.00
Scot Pollard,5792250.00,9047482.00
Jamal Crawford,5760000.00,8997107.00
Corliss Williamson,5500000.00,8590988.00
Aaron McKie,5500000.00,8590988.00
Reggie Miller,5500000.00,8590988.00
Malik Rose,5462500.00,8532413.00
Larry Hughes,5455200.00,8521010.00
Jerome James,5455200.00,8521010.00
Chauncey Billups,5455200.00,8521010.00
Ricky Davis,5455200.00,8521010.00
Alonzo Mourning,5408700.00,8448377.00
Michael Olowokandi,5408700.00,8448377.00
James Posey,5408700.00,8448377.00
Juwan Howard,5408700.00,8448377.00
Scottie Pippen,5408700.00,8448377.00
Gary Payton,5408700.00,8448377.00
Kwame Brown,5361873.00,8375234.00
Clifford Robinson,5287500.00,8259063.00
Nazr Mohammed,5250000.00,8200488.00
Stephen Jackson,5100000.00,7966189.00
Eddie Robinson,5055556.00,7896767.00
Donyell Marshall,5023850.00,7847243.00
Etan Thomas,4903000.00,7658475.00
Hidayet Turkoglu,4903000.00,7658475.00
Troy Hudson,4903000.00,7658475.00
Brian Cardinal,4903000.00,7658475.00
Vlade Divac,4903000.00,7658475.00
Derek Fisher,4903000.00,7658475.00
Antonio McDyess,4903000.00,7658475.00
Marquis Daniels,4903000.00,7658475.00
Mark Blount,4903000.00,7658475.00
Lamond Murray,4875000.00,7614739.00
Eric Snow,4875000.00,7614739.00
Ervin Johnson,4837633.00,7556372.00
Tyson Chandler,4801102.00,7499311.00
Tony Battie,4800000.00,7497589.00
Rick Fox,4800000.00,7497589.00
Michael Stewart,4800000.00,7497589.00
Anthony Mason,4710435.00,7357689.00
Matt Harpring,4690000.00,7325770.00
Devean George,4546000.00,7100842.00
Brian Skinner,4500000.00,7028990.00
Jeff Foster,4500000.00,7028990.00
Derrick Coleman,4500000.00,7028990.00
David Wesley,4455000.00,6958700.00
Yao Ming,4436880.00,6930397.00
Morris Peterson,4400000.00,6872790.00
Elden Campbell,4400000.00,6872790.00
Trenton Hassell,4350000.00,6794690.00
LeBron James,4320360.00,6748393.00
Pau Gasol,4318481.00,6745458.00
Brent Barry,4264900.00,6661764.00
Marc Jackson,4225000.00,6599441.00
Chucky Atkins,4200000.00,6560391.00
Dwight Howard,4179720.00,6528713.00
Jason Caffey,4148148.00,6479398.00
Gordan Giricek,4000000.00,6247991.00
Carlos Arroyo,4000000.00,6247991.00
Greg Ostertag,4000000.00,6247991.00
Shawn Bradley,4000000.00,6247991.00
Eddy Curry,3896402.00,6086171.00
