Player Name,2006-2007,2006-2007(*)
Kevin Garnett,21000000.00,30667969.00
Shaquille O'Neal,20000000.00,29207589.00
Michael Finley,19030999.00,27792480.00
Chris Webber,18261024.00,26668024.00
Jermaine O'Neal,18084000.00,26409502.00
Jason Kidd,18084000.00,26409502.00
Kobe Bryant,17718750.00,25876099.00
Tim Duncan,17429672.00,25453935.00
Stephon Marbury,17184375.00,25095708.00
Allen Iverson,17184375.00,25095708.00
Grant Hill,16901500.00,24682604.00
Tracy McGrady,16901500.00,24682604.00
Brian Grant,16786950.00,24515316.00
Jalen Rose,16141500.00,23572715.00
Ben Wallace,16000000.00,23366071.00
Eddie Jones,15395472.00,22483231.00
Antawn Jamison,15101625.00,22054103.00
Dirk Nowitzki,15101625.00,22054103.00
Vince Carter,15101625.00,22054103.00
Paul Pierce,15101625.00,22054103.00
Shawn Marion,15070000.00,22007919.00
Steve Francis,15070000.00,22007919.00
Baron Davis,15070000.00,22007919.00
Ray Allen,14611570.00,21338437.00
Elton Brand,14248000.00,20807487.00
Larry Hughes,13363012.00,19515068.00
Michael Redd,13260000.00,19364632.00
Joe Johnson,12744189.00,18611352.00
Mike Bibby,12500000.00,18254743.00
Amare Stoudemire,12455000.00,18189026.00
Yao Ming,12455000.00,18189026.00
Andrei Kirilenko,12364000.00,18056132.00
Pau Gasol,12364000.00,18056132.00
Lamar Odom,12348596.00,18033636.00
Kenyon Martin,12068182.00,17624125.00
Zach Randolph,12000000.00,17524553.00
Wally Szczerbiak,11775000.00,17195968.00
Theo Ratliff,11666666.00,17037759.00
Rasheed Wallace,11650000.00,17013421.00
Raef LaFrentz,11532037.00,16841150.00
Carlos Boozer,11260483.00,16444578.00
Richard Jefferson,11200000.00,16356250.00
Gilbert Arenas,11096800.00,16205539.00
Derek Anderson,11043897.00,16128279.00
Predrag Stojakovic,10800000.00,15772098.00
Steve Nash,10500000.00,15333984.00
Jason Richardson,9999999.00,14603793.00
Erick Dampier,9628000.00,14060533.00
Brad Miller,9625000.00,14056152.00
Samuel Dalembert,9464307.00,13821479.00
Tony Parker,9450000.00,13800586.00
Zydrunas Ilgauskas,9442697.00,13789921.00
Rashard Lewis,9350649.00,13655496.00
Jerry Stackhouse,9296874.00,13576964.00
Richard Hamilton,9187500.00,13417236.00
Tyson Chandler,9150000.00,13362472.00
Marcus Camby,8800000.00,12851339.00
Andre Miller,8733333.00,12753980.00
Bobby Simmons,8640000.00,12617678.00
Maurice Taylor,8565918.00,12509490.00
PJ Brown,8560000.00,12500848.00
Jamaal Magloire,8433334.00,12315868.00
Kwame Brown,8287500.00,12102895.00
Troy Murphy,8285714.00,12100286.00
Manu Ginobili,8254375.00,12054520.00
Mehmet Okur,8250000.00,12048130.00
Jason Williams,8250000.00,12048130.00
Eddy Curry,8171103.00,11932911.00
Cuttino Mobley,8125000.00,11865583.00
Adonal Foyle,8125000.00,11865583.00
Jason Terry,8100000.00,11829073.00
Aaron McKie,8070874.00,11786538.00
Desmond Mason,8037037.00,11737124.00
Nenê,8000000.00,11683035.00
Tayshaun Prince,7851240.00,11465789.00
Kurt Thomas,7821482.00,11422331.00
Darius Miles,7750000.00,11317941.00
Calvin Booth,7628858.00,11141026.00
Al Harrington,7625000.00,11135393.00
Mike Miller,7623813.00,11133660.00
Antoine Walker,7606820.00,11108843.00
Metta World Peace,7526316.00,10991277.00
Quentin Richardson,7525500.00,10990085.00
Malik Rose,7525397.00,10989935.00
Mike Dunleavy,7438016.00,10862326.00
Caron Butler,7438000.00,10862302.00
Austin Croshere,7300000.00,10660770.00
Mark Blount,7288165.00,10643486.00
Radoslav Nesterovic,7280000.00,10631562.00
Shandon Anderson,7244726.00,10580049.00
Jamal Crawford,7200000.00,10514732.00
Kenny Thomas,7187500.00,10496477.00
Jerome Williams,7014400.00,10243685.00
Corey Maggette,7000000.00,10222656.00
Speedy Claxton,6854546.00,10010238.00
Sam Cassell,6850000.00,10003599.00
Joe Smith,6807000.00,9940803.00
Ruben Patterson,6807000.00,9940803.00
Alonzo Mourning,6725433.00,9821683.00
Drew Gooden,6645402.00,9704808.00
Danny Fortson,6596990.00,9634108.00
Matt Harpring,6500000.00,9492466.00
Corliss Williamson,6500000.00,9492466.00
James Posey,6392100.00,9334891.00
Juwan Howard,6392100.00,9334891.00
Ricky Davis,6364400.00,9294439.00
Chauncey Billups,6364400.00,9294439.00
Chris Wilcox,6250000.00,9127371.00
Stephen Jackson,6120000.00,8937522.00
Eric Snow,6093750.00,8899187.00
Etan Thomas,5883600.00,8592288.00
Derek Fisher,5883600.00,8592288.00
Hidayet Turkoglu,5883600.00,8592288.00
Marquis Daniels,5883600.00,8592288.00
