PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
203490,2013-14,00,1610612764,WAS,21.0,37,0,319.0,33,91,0.363,4,21,0.19,8,12,0.667,21,36,57,10,8,1,14,26,78
203490,2014-15,00,1610612764,WAS,22.0,74,13,1432.0,176,391,0.45,35,104,0.337,58,79,0.734,70,151,221,65,44,30,52,97,445
203490,2015-16,00,1610612764,WAS,23.0,75,73,2276.0,339,717,0.473,98,267,0.367,95,126,0.754,97,294,391,120,105,32,70,163,871
203490,2016-17,00,1610612764,WAS,24.0,80,80,2605.0,414,803,0.516,148,341,0.434,99,119,0.832,118,396,514,121,116,42,44,193,1075
203490,2017-18,00,1610612764,WAS,25.0,77,77,2432.0,445,885,0.503,138,313,0.441,106,128,0.828,103,389,492,157,116,41,75,151,1134
203490,2018-19,00,1610612764,WAS,26.0,41,28,1191.0,202,442,0.457,65,176,0.369,49,64,0.766,40,191,231,80,64,22,40,79,518
203490,2018-19,00,1610612741,CHI,26.0,15,15,492.0,97,201,0.483,39,80,0.488,29,32,0.906,14,69,83,40,18,9,25,29,262
203490,2018-19,00,0,TOT,26.0,56,43,1684.0,299,643,0.465,104,256,0.406,78,96,0.813,54,260,314,120,82,31,65,108,780
203490,2019-20,00,1610612741,CHI,27.0,14,9,331.0,62,140,0.443,24,62,0.387,19,27,0.704,13,35,48,25,15,6,11,31,167
203490,2020-21,00,1610612741,CHI,28.0,25,6,540.0,89,202,0.441,38,95,0.4,31,37,0.838,28,110,138,50,12,4,25,37,247
203490,2020-21,00,1610612753,ORL,28.0,3,0,66.0,9,25,0.36,1,9,0.111,5,5,1.0,0,14,14,5,4,0,0,4,24
203490,2020-21,00,0,TOT,28.0,28,6,607.0,98,227,0.432,39,104,0.375,36,42,0.857,28,124,152,55,16,4,25,41,271
203490,2021-22,00,1610612744,GSW,29.0,63,15,1396.0,193,416,0.464,80,216,0.37,49,61,0.803,86,276,362,94,68,29,37,83,515
203490,2022-23,00,1610612761,TOR,30.0,8,2,146.0,15,30,0.5,6,17,0.353,8,8,1.0,6,13,19,8,11,0,4,7,44
