PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1627745,2016-17,00,1610612744,GSW,22.0,10,0,85.0,8,16,0.5,0,0,0.0,3,10,0.3,9,14,23,0,1,4,6,15,19
1627745,2017-18,00,1610612744,GSW,23.0,15,0,89.0,11,22,0.5,0,0,0.0,3,5,0.6,5,9,14,2,1,3,4,14,25
1627745,2018-19,00,1610612744,GSW,24.0,24,22,410.0,53,74,0.716,0,0,0.0,24,37,0.649,31,44,75,28,12,25,16,63,130
1627745,2019-20,00,1610612737,ATL,25.0,55,27,887.0,121,178,0.68,2,9,0.222,62,84,0.738,74,132,206,35,26,40,28,149,306
1627745,2020-21,00,1610612756,PHX,26.0,14,0,94.0,8,16,0.5,0,1,0.0,6,11,0.545,7,11,18,4,1,5,6,19,22
1627745,2020-21,00,1610612747,LAL,26.0,8,6,112.0,16,17,0.941,0,0,0.0,11,12,0.917,8,18,26,1,1,7,5,22,43
1627745,2020-21,00,1610612758,SAC,26.0,17,4,341.0,46,70,0.657,1,4,0.25,25,35,0.714,21,56,77,24,9,17,15,36,118
1627745,2020-21,00,0,TOT,26.0,39,10,546.0,70,103,0.68,1,5,0.2,42,58,0.724,36,85,121,29,11,29,26,77,183
1627745,2021-22,00,1610612758,SAC,27.0,56,15,1017.0,175,266,0.658,10,29,0.345,94,131,0.718,75,171,246,69,26,47,59,130,454
1627745,2022-23,00,1610612747,LAL,28.0,22,1,176.0,20,37,0.541,0,3,0.0,15,20,0.75,18,37,55,4,3,12,9,17,55
1627745,2022-23,00,1610612762,UTA,28.0,19,0,301.0,35,49,0.714,10,14,0.714,7,9,0.778,24,43,67,11,5,9,14,38,87
1627745,2022-23,00,0,TOT,28.0,41,1,477.0,55,86,0.64,10,17,0.588,22,29,0.759,42,80,122,15,8,21,23,55,142
