"SEASON_ID","Age","Tm","Lg","Pos","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS_48","OBPM","DBPM","BPM","VORP","PLAYER_ID","LEAGUE_ID","TEAM_ID","TEAM_ABBREVIATION","PLAYER_AGE","GP","GS","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS"
"2018-19","20","CHO","NBA","SF","80","1696","13.1","0.548","0.391","0.151","4.2","16.6","10.3","8.1","1.6","2.5","8.4","15.1","1.4","1.5","2.9","0.083","-0.9","0.1","-0.8","0.5","1628970","0","1610612766","CHA","21","80","25","1696","237","511","0.464","65","200","0.325","58","77","0.753","67","256","323","95","55","49","50","111","597"
"2019-20","21","CHO","NBA","SF","65","1995","12.1","0.52","0.398","0.174","4.6","15.6","9.9","9.4","1","2.2","10.5","20","0.3","1.3","1.6","0.039","-1.5","-1","-2.5","-0.3","1628970","0","1610612766","CHA","22","65","64","1996","319","753","0.424","99","300","0.33","106","131","0.809","88","274","362","114","40","48","95","132","843"
"2020-21","22","CHO","NBA","PF","66","1932","14.7","0.625","0.466","0.182","4.5","18","11.1","11.4","1.1","2.7","13.6","17.3","2.4","1.9","4.2","0.105","0.2","0.1","0.2","1.1","1628970","0","1610612766","CHA","23","66","19","1932","313","622","0.503","116","290","0.4","98","113","0.867","81","316","397","147","44","52","106","143","840"
"2021-22","23","CHO","NBA","PF","80","2837","17.9","0.593","0.383","0.274","3.3","17.8","10.4","15.7","1.3","2.2","9.9","22.6","5","2.3","7.2","0.123","1.8","-0.3","1.5","2.5","1628970","0","1610612766","CHA","24","80","80","2837","596","1214","0.491","154","465","0.331","267","333","0.802","90","469","559","300","74","67","150","193","1613"
